MOIS,CLIENT_ID,taux,GDP
31Jul2018 0:00:00,00000000972166,2.53,1.09
30Sep2018 0:00:00,00000000972171,2.42,-0.4
31Jul2018 0:00:00,00000000972189,2.34,0.95
31Jul2018 0:00:00,00000000972193,2.33,0.03
30Sep2018 0:00:00,00000000972217,2.72,0.36
30Jun2018 0:00:00,00000000972236,3.48,0.64
28Feb2018 0:00:00,00000000972257,2.63,-0.35
31Oct2018 0:00:00,00000000972260,2.41,0.37
31Oct2017 0:00:00,00000000972262,2.49,-0.1
31Oct2017 0:00:00,00000000972270,2.32,0.46
31Jan2018 0:00:00,00000000972294,2.41,-0.78
30Jun2018 0:00:00,00000000972306,2.39,0.43
31Oct2018 0:00:00,00000000972317,2.55,0.16
31May2018 0:00:00,00000000972320,2.44,-0.06
31Aug2018 0:00:00,00000000972321,2.26,-0.64
31Jan2018 0:00:00,00000000972323,2.59,1.12
31Aug2018 0:00:00,00000000972329,2.38,-0.76
30Apr2018 0:00:00,00000000972341,2.28,0.1
31Oct2017 0:00:00,00000000972368,2.63,0.68
31Jan2018 0:00:00,00000000972372,2.24,0.32
31Oct2017 0:00:00,00000000972400,2.51,1.06
30Sep2018 0:00:00,00000000972435,2.65,-0.22
28Feb2018 0:00:00,00000000972438,3.4,-0.32
31May2018 0:00:00,00000000972481,2.86,2.01
31Oct2018 0:00:00,00000000972483,2.48,1.93
31May2018 0:00:00,00000000972487,2.73,-0.69
31Dec2017 0:00:00,00000000972496,2.36,-0.37
31Mar2018 0:00:00,00000000972523,2.37,0.73
31Mar2018 0:00:00,00000000972533,2.28,1.07
31Aug2018 0:00:00,00000000972545,2.29,-0.63
31Jan2018 0:00:00,00000000972561,2.5,2.46
31Aug2018 0:00:00,00000000972566,2.73,1.94
31Mar2018 0:00:00,00000000972582,2.39,-1.78
30Apr2018 0:00:00,00000000972599,2.49,0.36
31Aug2018 0:00:00,00000000972606,2.24,0.67
31Oct2018 0:00:00,00000000972609,2.53,-1.41
30Nov2017 0:00:00,00000000972620,2.34,-0.68
30Nov2017 0:00:00,00000000972646,3.1,-0.53
31Oct2018 0:00:00,00000000972648,2.56,0.52
30Jun2018 0:00:00,00000000972651,2.42,-1.08
31Dec2017 0:00:00,00000000972654,2.3,0.38
31Mar2018 0:00:00,00000000972658,2.58,0.57
31May2018 0:00:00,00000000972663,2.59,-0.3
30Nov2017 0:00:00,00000000972664,3.08,-0.46
30Sep2018 0:00:00,00000000972665,2.37,-0.82
31Dec2017 0:00:00,00000000972686,2.58,0.44
28Feb2018 0:00:00,00000000972693,2.54,-0.78
30Apr2018 0:00:00,00000000972709,2.33,1.08
31Mar2018 0:00:00,00000000972716,2.68,0.16
30Jun2018 0:00:00,00000000972751,2.86,0.81
30Nov2017 0:00:00,00000000972754,2.71,0.91
31Jul2018 0:00:00,00000000972764,2.26,-0.26
30Jun2018 0:00:00,00000000972765,2.43,-1.44
31Mar2018 0:00:00,00000000972770,2.26,-0.8
31Aug2018 0:00:00,00000000972786,3.08,0.48
31Oct2017 0:00:00,00000000972796,2.62,-1.25
28Feb2018 0:00:00,00000000972813,2.24,-2.25
31Dec2017 0:00:00,00000000972820,2.32,-1.07
31Jul2018 0:00:00,00000000972853,2.87,0.79
31Oct2018 0:00:00,00000000972858,2.25,0.82
30Jun2018 0:00:00,00000000972862,2.97,1.26
31Jul2018 0:00:00,00000000972863,3,-0.09
30Nov2017 0:00:00,00000000972883,3.38,0.28
30Apr2018 0:00:00,00000000972889,2.34,-0.87
31Mar2018 0:00:00,00000000972897,2.49,1.53
31Aug2018 0:00:00,00000000972899,2.45,-2.08
30Nov2017 0:00:00,00000000972903,3.12,-0.8
30Nov2017 0:00:00,00000000972928,2.63,0.88
31Oct2017 0:00:00,00000000972946,3,-0.72
31Mar2018 0:00:00,00000000973005,2.4,-1.75
30Jun2018 0:00:00,00000000973008,3.13,-1.85
30Apr2018 0:00:00,00000000973024,2.99,-0.37
28Feb2018 0:00:00,00000000973037,2.27,0.55
31Oct2017 0:00:00,00000000973039,2.88,-3.24
31Oct2018 0:00:00,00000000973047,2.39,-0.86
31May2018 0:00:00,00000000973056,2.36,-1.77
31Oct2018 0:00:00,00000000973092,2.24,0.99
31Oct2017 0:00:00,00000000973093,2.26,0.46
30Apr2018 0:00:00,00000000973122,3.64,-1.2
31Oct2017 0:00:00,00000000973124,2.65,1.96
31Oct2017 0:00:00,00000000973168,2.47,1.03
31Aug2018 0:00:00,00000000973200,2.75,-0.8
31Oct2018 0:00:00,00000000973206,2.32,-0.4
31Oct2018 0:00:00,00000000973214,3.08,0.15
31Mar2018 0:00:00,00000000973223,3.05,1.38
31Dec2017 0:00:00,00000000973225,2.36,-0.12
31Aug2018 0:00:00,00000000973270,2.73,-0.46
30Nov2017 0:00:00,00000000973288,2.87,-0.52
30Jun2018 0:00:00,00000000973297,2.25,0.38
31Dec2017 0:00:00,00000000973300,2.53,1.05
30Nov2017 0:00:00,00000000973309,2.43,0.14
31Aug2018 0:00:00,00000000973313,2.47,1.36
30Nov2017 0:00:00,00000000973324,2.81,0.63
31Jan2018 0:00:00,00000000973344,2.28,-4.02
30Sep2018 0:00:00,00000000973359,2.35,-0.85
31Mar2018 0:00:00,00000000973368,2.29,-1.06
31Oct2018 0:00:00,00000000973372,2.42,-0.84
30Jun2018 0:00:00,00000000973397,2.31,-0.69
31Jan2018 0:00:00,00000000973406,2.94,0.02
30Nov2017 0:00:00,00000000973413,3.23,-1.25
31Oct2018 0:00:00,00000000973424,2.25,-0.81
31Oct2018 0:00:00,00000000973433,2.39,2.19
28Feb2018 0:00:00,00000000973440,2.48,1.02
31Aug2018 0:00:00,00000000973444,2.65,0.39
31Mar2018 0:00:00,00000000973461,2.52,0.11
31Mar2018 0:00:00,00000000973472,2.84,0.68
30Nov2017 0:00:00,00000000973485,2.55,-0.13
31Oct2018 0:00:00,00000000973491,2.37,0.14
30Nov2017 0:00:00,00000000973497,2.34,-0.54
31Oct2018 0:00:00,00000000973510,2.71,-1.29
31Mar2018 0:00:00,00000000973513,2.45,-0.23
31Mar2018 0:00:00,00000000973515,2.57,1.28
31Jul2018 0:00:00,00000000973516,3.91,1.37
31Aug2018 0:00:00,00000000973524,2.27,-1.05
30Jun2018 0:00:00,00000000973530,2.83,-1
31Jul2018 0:00:00,00000000973554,2.36,0.54
30Apr2018 0:00:00,00000000973563,2.51,-0.97
31Jul2018 0:00:00,00000000973571,2.38,0.04
31Jul2018 0:00:00,00000000973596,2.5,0.07
31Jan2018 0:00:00,00000000973601,2.55,0.72
30Jun2018 0:00:00,00000000973607,2.28,-0.16
31Jan2018 0:00:00,00000000973612,2.42,0.64
30Apr2018 0:00:00,00000000973620,2.28,-0.65
30Apr2018 0:00:00,00000000973624,2.55,-1.39
31Oct2018 0:00:00,00000000973637,2.69,1.09
31May2018 0:00:00,00000000973647,2.75,1.24
30Nov2017 0:00:00,00000000973658,2.32,-1.57
28Feb2018 0:00:00,00000000973659,3.26,-0.18
30Sep2018 0:00:00,00000000973665,2.67,0.84
31Oct2018 0:00:00,00000000973670,2.88,-0.16
30Apr2018 0:00:00,00000000973675,2.6,0.12
31Oct2018 0:00:00,00000000973684,2.64,-0.69
30Sep2018 0:00:00,00000000973696,2.26,0.08
31Jan2018 0:00:00,00000000973701,3.02,-1.3
30Nov2017 0:00:00,00000000973711,2.99,2
28Feb2018 0:00:00,00000000973723,2.86,-1.69
30Nov2017 0:00:00,00000000973730,2.61,0.61
31Oct2017 0:00:00,00000000973752,2.41,0.85
30Apr2018 0:00:00,00000000973753,2.88,-0.53
28Feb2018 0:00:00,00000000973754,2.63,0.29
31Jan2018 0:00:00,00000000973757,2.39,0.8
31Oct2017 0:00:00,00000000973765,2.86,1.86
30Sep2018 0:00:00,00000000973767,2.96,-0.79
31May2018 0:00:00,00000000973783,2.41,0.14
31Mar2018 0:00:00,00000000973787,2.84,-0.28
31Mar2018 0:00:00,00000000973796,2.51,-0.01
31Jan2018 0:00:00,00000000973829,2.43,0.5
31Mar2018 0:00:00,00000000973852,2.69,0.39
31Jan2018 0:00:00,00000000973856,2.43,-1.04
28Feb2018 0:00:00,00000000973858,2.55,1.42
30Nov2017 0:00:00,00000000973859,2.53,-0.77
31Jan2018 0:00:00,00000000973867,2.53,0.45
31Oct2017 0:00:00,00000000973876,2.48,-0.79
31Oct2017 0:00:00,00000000973884,2.49,0.01
31Aug2018 0:00:00,00000000973888,2.25,0.45
31Mar2018 0:00:00,00000000973895,2.73,0.28
31Mar2018 0:00:00,00000000973908,2.58,-0.04
30Sep2018 0:00:00,00000000973928,2.42,-1.36
30Sep2018 0:00:00,00000000973930,2.97,1.1
31Mar2018 0:00:00,00000000973938,2.32,0.74
31Jan2018 0:00:00,00000000973940,2.47,0.33
31May2018 0:00:00,00000000973958,2.36,-0.71
31Oct2018 0:00:00,00000000973960,2.42,0.14
31Aug2018 0:00:00,00000000973978,2.34,0.49
31Dec2017 0:00:00,00000000973984,2.37,2.43
30Sep2018 0:00:00,00000000973992,2.59,-0.17
31Aug2018 0:00:00,00000000974004,2.29,0.16
31Jul2018 0:00:00,00000000974013,2.87,-2.1
30Nov2017 0:00:00,00000000974028,2.53,-0.06
31Dec2017 0:00:00,00000000974038,2.54,-0.42
31Jul2018 0:00:00,00000000974044,2.75,1.52
28Feb2018 0:00:00,00000000974048,3.05,0.14
30Apr2018 0:00:00,00000000974072,2.75,-1.15
31Dec2017 0:00:00,00000000974077,2.88,-1.62
31May2018 0:00:00,00000000974110,3.12,0.97
31Jul2018 0:00:00,00000000974120,2.42,-0.15
31Mar2018 0:00:00,00000000974125,2.42,0.67
31Oct2017 0:00:00,00000000974142,2.51,0.96
31Aug2018 0:00:00,00000000974150,2.56,-0.89
30Sep2018 0:00:00,00000000974182,2.69,1.91
30Apr2018 0:00:00,00000000974185,2.71,1.62
31Dec2017 0:00:00,00000000974201,2.24,0.5
30Sep2018 0:00:00,00000000974212,2.38,-1.1
30Jun2018 0:00:00,00000000974219,2.55,0.45
31Mar2018 0:00:00,00000000974227,2.58,-0.41
30Nov2017 0:00:00,00000000974232,2.69,-1.36
30Jun2018 0:00:00,00000000974233,2.42,0.15
30Apr2018 0:00:00,00000000974236,2.55,-0.87
31May2018 0:00:00,00000000974249,2.29,1.72
30Jun2018 0:00:00,00000000974255,2.54,-1.31
31May2018 0:00:00,00000000974264,2.25,-1.07
31May2018 0:00:00,00000000974277,3.12,0.42
31Oct2017 0:00:00,00000000974283,2.5,0.43
31Jul2018 0:00:00,00000000974287,2.75,-0.82
31Oct2018 0:00:00,00000000974297,2.27,-0.08
31Dec2017 0:00:00,00000000974315,2.33,-0.09
31Mar2018 0:00:00,00000000974335,2.64,0.2
30Sep2018 0:00:00,00000000974339,2.26,-0.87
31Aug2018 0:00:00,00000000974374,2.65,-0.13
28Feb2018 0:00:00,00000000974387,2.3,-0.97
31Oct2017 0:00:00,00000000974389,2.3,0.05
30Apr2018 0:00:00,00000000974402,2.98,-0.21
30Sep2018 0:00:00,00000000974423,2.83,0.84
31May2018 0:00:00,00000000974443,2.43,0.24
31Oct2018 0:00:00,00000000974448,2.49,-0.33
31Mar2018 0:00:00,00000000974449,2.97,1.44
28Feb2018 0:00:00,00000000974450,3.46,-0.47
30Jun2018 0:00:00,00000000974460,2.67,1.67
31Aug2018 0:00:00,00000000974462,2.71,0.44
31Oct2018 0:00:00,00000000974464,2.63,-0.72
30Nov2017 0:00:00,00000000974508,2.46,0.4
31Oct2017 0:00:00,00000000974511,2.28,-1.34
30Apr2018 0:00:00,00000000974516,2.29,-0.63
31Jul2018 0:00:00,00000000974535,2.82,-0.52
30Sep2018 0:00:00,00000000974538,2.73,-0.23
31Oct2017 0:00:00,00000000974546,2.43,0.53
30Apr2018 0:00:00,00000000974548,2.37,0.89
31Dec2017 0:00:00,00000000974571,2.47,-0.82
31May2018 0:00:00,00000000974576,2.84,-0.99
30Sep2018 0:00:00,00000000974580,2.26,-2.48
31Dec2017 0:00:00,00000000974585,2.51,-1.02
31Jul2018 0:00:00,00000000974605,2.62,0.05
31Oct2018 0:00:00,00000000974616,2.63,0.39
31Jan2018 0:00:00,00000000974662,2.24,0.02
31Oct2018 0:00:00,00000000974671,2.64,-0.5
30Jun2018 0:00:00,00000000974673,2.39,-0.57
28Feb2018 0:00:00,00000000974679,2.83,-0.1
31May2018 0:00:00,00000000974688,2.48,0.93
31Jan2018 0:00:00,00000000974701,2.29,-0.27
30Jun2018 0:00:00,00000000974710,2.32,0.94
31May2018 0:00:00,00000000974717,2.56,0.62
31Oct2017 0:00:00,00000000974725,2.94,0.27
31Jul2018 0:00:00,00000000974732,2.54,1.23
31Dec2017 0:00:00,00000000974735,2.49,-0.83
31Jan2018 0:00:00,00000000974740,2.28,1.95
31Aug2018 0:00:00,00000000974745,2.83,0.56
31Jan2018 0:00:00,00000000974751,2.52,0.49
30Sep2018 0:00:00,00000000974772,2.3,0.57
31Oct2017 0:00:00,00000000974779,2.47,-0.87
30Nov2017 0:00:00,00000000974783,2.45,-0.24
31Dec2017 0:00:00,00000000974792,2.54,-0.2
30Jun2018 0:00:00,00000000974810,2.3,0.96
31Jan2018 0:00:00,00000000974816,2.52,1.46
30Jun2018 0:00:00,00000000974820,2.55,-0.13
31Mar2018 0:00:00,00000000974833,2.25,-0.75
31May2018 0:00:00,00000000974834,2.32,0.22
31Oct2018 0:00:00,00000000974838,2.57,-1.67
31May2018 0:00:00,00000000974849,2.39,0.68
28Feb2018 0:00:00,00000000974854,2.39,-1.35
28Feb2018 0:00:00,00000000974861,2.83,0.02
31Mar2018 0:00:00,00000000974871,2.49,0.1
30Nov2017 0:00:00,00000000974875,3.06,-0.32
28Feb2018 0:00:00,00000000974882,2.48,1.65
30Nov2017 0:00:00,00000000974883,4.21,-0.82
31Jan2018 0:00:00,00000000974884,3.11,0.8
31Oct2018 0:00:00,00000000974893,2.64,0.56
30Sep2018 0:00:00,00000000974895,3.07,1.9
31Jan2018 0:00:00,00000000974908,2.61,0.32
31Jul2018 0:00:00,00000000974913,3.18,-0.11
30Jun2018 0:00:00,00000000974920,2.56,-0.92
31Aug2018 0:00:00,00000000974928,2.35,-0.74
31Jan2018 0:00:00,00000000974935,2.68,1.56
31May2018 0:00:00,00000000974939,2.83,-0.77
30Jun2018 0:00:00,00000000974968,2.64,1.92
30Sep2018 0:00:00,00000000974978,2.34,1.4
28Feb2018 0:00:00,00000000974983,2.93,0.68
30Jun2018 0:00:00,00000000974997,2.76,-1.3
31Mar2018 0:00:00,00000000975012,2.59,-0.4
30Jun2018 0:00:00,00000000975027,2.46,0.53
30Sep2018 0:00:00,00000000975029,2.46,0.35
31Aug2018 0:00:00,00000000975039,2.39,0.6
31May2018 0:00:00,00000000975049,2.64,-0.16
28Feb2018 0:00:00,00000000975052,2.24,1.16
30Apr2018 0:00:00,00000000975054,2.42,0.81
31Oct2017 0:00:00,00000000975057,2.92,-0.94
31Mar2018 0:00:00,00000000975061,2.64,-0.2
28Feb2018 0:00:00,00000000975085,2.35,-1.4
31Oct2018 0:00:00,00000000975103,2.43,-1.86
30Apr2018 0:00:00,00000000975120,2.43,-0.95
31Jul2018 0:00:00,00000000975124,2.84,-2.39
31Oct2018 0:00:00,00000000975128,2.65,2.05
28Feb2018 0:00:00,00000000975131,2.37,0
31Mar2018 0:00:00,00000000975137,2.74,-0.17
31May2018 0:00:00,00000000975144,2.57,0.29
31Oct2017 0:00:00,00000000975184,2.38,-1.39
30Nov2017 0:00:00,00000000975187,2.8,0.72
31Oct2018 0:00:00,00000000975189,2.79,-0.14
31Aug2018 0:00:00,00000000975211,2.9,0.45
31Oct2017 0:00:00,00000000975212,2.26,0.28
31Dec2017 0:00:00,00000000975221,3.07,1.21
30Apr2018 0:00:00,00000000975226,2.58,1.32
30Sep2018 0:00:00,00000000975227,2.76,-2.4
31Oct2017 0:00:00,00000000975238,2.33,-0.46
31Jul2018 0:00:00,00000000975268,2.44,1.52
28Feb2018 0:00:00,00000000975270,2.35,-0.89
28Feb2018 0:00:00,00000000975275,2.54,-0.73
30Nov2017 0:00:00,00000000975290,2.65,1.1
31Oct2017 0:00:00,00000000975293,3.01,0.77
30Apr2018 0:00:00,00000000975296,2.27,0.99
30Jun2018 0:00:00,00000000975309,2.97,0.31
31Aug2018 0:00:00,00000000975311,2.43,0.61
31Mar2018 0:00:00,00000000975322,3.18,1.23
31Oct2017 0:00:00,00000000975329,2.5,-1.73
31Dec2017 0:00:00,00000000975333,2.26,0.64
30Sep2018 0:00:00,00000000975337,2.56,-0.94
31Oct2017 0:00:00,00000000975345,2.3,1.33
31Jul2018 0:00:00,00000000975347,2.35,0.6
30Jun2018 0:00:00,00000000975415,3.01,2.99
30Nov2017 0:00:00,00000000975417,2.29,1.15
31Jan2018 0:00:00,00000000975426,2.74,0.76
31Aug2018 0:00:00,00000000975441,2.75,-0.15
30Jun2018 0:00:00,00000000975457,2.56,-1.08
31Aug2018 0:00:00,00000000975458,2.44,0.37
28Feb2018 0:00:00,00000000975467,2.47,-0.85
31Aug2018 0:00:00,00000000975473,2.63,-1.27
28Feb2018 0:00:00,00000000975509,2.49,0.08
30Apr2018 0:00:00,00000000975530,3.1,0.21
30Nov2017 0:00:00,00000000975533,3,-0.15
30Sep2018 0:00:00,00000000975537,3.28,0.82
31Dec2017 0:00:00,00000000975564,2.54,0.68
30Jun2018 0:00:00,00000000975569,2.3,-0.99
30Apr2018 0:00:00,00000000975577,2.56,0.85
30Nov2017 0:00:00,00000000975583,2.61,0.87
31Jan2018 0:00:00,00000000975587,2.24,-0.84
31Jul2018 0:00:00,00000000975602,2.77,0.06
31Jul2018 0:00:00,00000000975633,2.37,-1.66
28Feb2018 0:00:00,00000000975660,3.97,-1.38
30Nov2017 0:00:00,00000000975664,2.46,0.53
30Jun2018 0:00:00,00000000975669,2.49,0.63
31Jan2018 0:00:00,00000000975671,2.25,-0.84
31Dec2017 0:00:00,00000000975672,3.95,2.14
31Oct2017 0:00:00,00000000975682,2.24,-2.14
31Aug2018 0:00:00,00000000975689,2.53,1.9
28Feb2018 0:00:00,00000000975699,3.21,1.26
28Feb2018 0:00:00,00000000975719,3.26,-0.56
31Aug2018 0:00:00,00000000975727,2.3,-0.58
31Dec2017 0:00:00,00000000975739,2.25,-2.03
31Jul2018 0:00:00,00000000975753,2.51,-1.36
30Nov2017 0:00:00,00000000975754,2.31,0.57
30Nov2017 0:00:00,00000000975759,2.26,-0.46
31Mar2018 0:00:00,00000000975778,2.27,0.64
31Dec2017 0:00:00,00000000975787,2.3,0.39
31May2018 0:00:00,00000000975802,2.29,-0.67
28Feb2018 0:00:00,00000000975811,2.41,-0.26
28Feb2018 0:00:00,00000000975813,2.62,-0.58
30Apr2018 0:00:00,00000000975848,2.9,0.58
31May2018 0:00:00,00000000975851,2.26,0.86
31Oct2017 0:00:00,00000000975853,2.42,-1.26
30Jun2018 0:00:00,00000000975859,2.41,-1.11
31Jan2018 0:00:00,00000000975863,3.01,0.24
31Oct2018 0:00:00,00000000975867,2.54,-0.2
30Jun2018 0:00:00,00000000975871,2.8,-0.59
30Sep2018 0:00:00,00000000975880,2.5,-0.78
30Sep2018 0:00:00,00000000975895,2.45,-2.64
31Dec2017 0:00:00,00000000975909,2.29,-1.34
31Aug2018 0:00:00,00000000975912,2.62,0.12
31Oct2018 0:00:00,00000000975917,2.48,0.4
31Oct2018 0:00:00,00000000975918,2.38,1.1
31May2018 0:00:00,00000000975924,2.77,-0.19
31May2018 0:00:00,00000000975936,2.48,0.51
30Jun2018 0:00:00,00000000975941,2.89,0.55
31Oct2017 0:00:00,00000000975946,2.5,1.35
28Feb2018 0:00:00,00000000975949,3.05,1
30Apr2018 0:00:00,00000000975962,2.44,-0.19
28Feb2018 0:00:00,00000000975970,2.49,0.11
31Oct2017 0:00:00,00000000975971,2.41,0.69
30Sep2018 0:00:00,00000000975972,2.57,0.35
31Mar2018 0:00:00,00000000975992,2.71,-0.37
31Oct2017 0:00:00,00000000975998,2.93,-0.26
30Sep2018 0:00:00,00000000976000,2.34,-1.5
30Jun2018 0:00:00,00000000976015,2.99,-0.71
31Aug2018 0:00:00,00000000976017,2.71,-0.74
31Aug2018 0:00:00,00000000976051,2.29,-0.32
31May2018 0:00:00,00000000976057,2.51,1.47
31Mar2018 0:00:00,00000000976097,2.49,0.5
31Dec2017 0:00:00,00000000976100,2.62,0.13
30Nov2017 0:00:00,00000000976102,2.34,0.28
30Sep2018 0:00:00,00000000976108,2.29,-0.99
30Nov2017 0:00:00,00000000976125,2.3,0.67
31Jan2018 0:00:00,00000000976127,2.29,0.91
31Oct2017 0:00:00,00000000976129,2.28,-0.64
30Nov2017 0:00:00,00000000976143,2.43,-1.32
31Mar2018 0:00:00,00000000976147,2.29,-1.13
30Sep2018 0:00:00,00000000976151,2.94,-0.44
31May2018 0:00:00,00000000976166,2.49,0.9
30Apr2018 0:00:00,00000000976173,2.38,0.14
30Sep2018 0:00:00,00000000976184,2.97,-0.55
31Oct2017 0:00:00,00000000976186,2.51,0.68
30Jun2018 0:00:00,00000000976189,2.82,0.72
31Jul2018 0:00:00,00000000976195,2.45,1.53
30Sep2018 0:00:00,00000000976203,3.08,-0.67
31Mar2018 0:00:00,00000000976212,2.88,0.42
31Dec2017 0:00:00,00000000976244,3.05,-0.37
31Mar2018 0:00:00,00000000976249,2.38,-0.06
30Sep2018 0:00:00,00000000976268,2.4,1.3
31Oct2017 0:00:00,00000000976278,2.29,0.87
31Dec2017 0:00:00,00000000976286,2.6,0.57
31Mar2018 0:00:00,00000000976288,2.33,0.17
30Jun2018 0:00:00,00000000976296,2.58,-0.88
31Oct2017 0:00:00,00000000976298,2.79,-1.62
31Oct2017 0:00:00,00000000976304,2.36,-2.53
31Oct2017 0:00:00,00000000976307,2.32,-0.08
30Apr2018 0:00:00,00000000976309,2.41,-0.7
31Oct2018 0:00:00,00000000976338,2.44,-1.93
31Mar2018 0:00:00,00000000976352,2.38,0.28
31Dec2017 0:00:00,00000000976388,3.17,-1.92
30Apr2018 0:00:00,00000000976396,2.74,-0.68
31Dec2017 0:00:00,00000000976400,2.93,-0.43
31Aug2018 0:00:00,00000000976401,2.32,0.79
31Dec2017 0:00:00,00000000976465,2.39,0.17
31Aug2018 0:00:00,00000000976477,3.15,1.57
30Apr2018 0:00:00,00000000976484,2.52,-0.63
30Apr2018 0:00:00,00000000976492,2.29,0.03
31Oct2018 0:00:00,00000000976501,2.57,-0.95
31Aug2018 0:00:00,00000000976529,3.08,1.11
31Dec2017 0:00:00,00000000976533,2.54,0.57
31Jul2018 0:00:00,00000000976535,2.28,1.23
31Oct2017 0:00:00,00000000976539,2.53,-1.76
31May2018 0:00:00,00000000976574,2.67,-0.66
31Mar2018 0:00:00,00000000976594,3.41,-0.18
30Sep2018 0:00:00,00000000976600,2.64,0.09
31Dec2017 0:00:00,00000000976603,2.32,-1.14
30Sep2018 0:00:00,00000000976611,2.47,-0.88
31Dec2017 0:00:00,00000000976632,2.33,0.17
30Nov2017 0:00:00,00000000976642,2.3,0.62
31Oct2017 0:00:00,00000000976650,2.43,-0.4
30Nov2017 0:00:00,00000000976651,2.47,0.3
30Sep2018 0:00:00,00000000976655,2.27,-0.65
30Apr2018 0:00:00,00000000976663,3.14,-0.55
31Jul2018 0:00:00,00000000976672,2.42,1.92
28Feb2018 0:00:00,00000000976678,2.69,-0.64
31Jan2018 0:00:00,00000000976679,3.05,1.19
30Nov2017 0:00:00,00000000976681,2.37,-1.78
30Jun2018 0:00:00,00000000976682,2.39,1.06
30Jun2018 0:00:00,00000000976695,2.46,1.36
31Oct2017 0:00:00,00000000976696,2.98,-0.49
31Aug2018 0:00:00,00000000976700,2.24,0.52
31Jan2018 0:00:00,00000000976715,2.27,-0.26
28Feb2018 0:00:00,00000000976727,2.53,-0.03
28Feb2018 0:00:00,00000000976733,2.58,-3.09
31May2018 0:00:00,00000000976767,2.42,0.77
31Oct2017 0:00:00,00000000976790,2.36,0.06
30Sep2018 0:00:00,00000000976812,2.79,2.24
31Aug2018 0:00:00,00000000976817,2.68,0.05
31Dec2017 0:00:00,00000000976821,2.45,0.48
31May2018 0:00:00,00000000976825,2.53,1.04
31May2018 0:00:00,00000000976897,2.32,1.63
31Dec2017 0:00:00,00000000976904,2.6,-0.69
31Oct2018 0:00:00,00000000976921,2.73,-1.27
28Feb2018 0:00:00,00000000976928,2.53,1.17
31Mar2018 0:00:00,00000000976962,3.19,0.27
30Apr2018 0:00:00,00000000976968,2.34,0.45
28Feb2018 0:00:00,00000000976973,2.67,0.93
31Jul2018 0:00:00,00000000976984,2.97,1.17
31Jul2018 0:00:00,00000000976987,2.32,-1.04
31Mar2018 0:00:00,00000000976994,2.74,-0.09
31Oct2017 0:00:00,00000000977008,2.69,1.03
31Jan2018 0:00:00,00000000977009,2.48,1.45
31Oct2018 0:00:00,00000000977039,2.54,-0.56
31Jul2018 0:00:00,00000000977052,2.34,1.62
31Oct2018 0:00:00,00000000977054,2.45,-0.88
30Apr2018 0:00:00,00000000977086,2.43,-0.29
31Jan2018 0:00:00,00000000977096,3.03,-0.16
31Jan2018 0:00:00,00000000977104,2.34,0.05
31Jan2018 0:00:00,00000000977114,3.46,-0.82
31Oct2018 0:00:00,00000000977117,2.55,1.69
31Mar2018 0:00:00,00000000977129,2.55,0.39
30Nov2017 0:00:00,00000000977149,2.76,0.78
31Jan2018 0:00:00,00000000977158,2.98,-0.21
31Jan2018 0:00:00,00000000977165,2.35,-1.24
31Aug2018 0:00:00,00000000977168,2.63,0.21
31May2018 0:00:00,00000000977169,2.57,0.02
30Jun2018 0:00:00,00000000977179,2.33,-0.67
30Nov2017 0:00:00,00000000977187,2.93,0.09
31Jan2018 0:00:00,00000000977190,2.82,0.17
30Apr2018 0:00:00,00000000977203,2.77,-0.21
31Aug2018 0:00:00,00000000977211,2.39,0.12
31Jul2018 0:00:00,00000000977223,2.87,-0.79
28Feb2018 0:00:00,00000000977224,2.29,0.25
31Jul2018 0:00:00,00000000977229,3.65,0.4
31Jul2018 0:00:00,00000000977242,2.63,-0.24
31Dec2017 0:00:00,00000000977245,2.37,-0.3
30Jun2018 0:00:00,00000000977248,2.54,-0.96
31May2018 0:00:00,00000000977252,2.52,-1.14
31Jul2018 0:00:00,00000000977255,2.52,1.12
31Mar2018 0:00:00,00000000977256,2.57,1.01
30Apr2018 0:00:00,00000000977257,2.37,-0.08
31Oct2017 0:00:00,00000000977261,2.49,-0.57
31Jul2018 0:00:00,00000000977293,2.44,-0.97
30Jun2018 0:00:00,00000000977309,2.76,0.28
31Jan2018 0:00:00,00000000977316,2.51,1.21
31Oct2017 0:00:00,00000000977331,2.52,2.42
31Oct2018 0:00:00,00000000977341,2.58,-0.61
31Aug2018 0:00:00,00000000977343,2.84,-1.83
28Feb2018 0:00:00,00000000977372,2.89,0.44
30Apr2018 0:00:00,00000000977396,2.25,-0.03
31Oct2017 0:00:00,00000000977401,2.57,-0.13
30Jun2018 0:00:00,00000000977415,2.4,-1.01
31Mar2018 0:00:00,00000000977425,2.53,-1.62
31Aug2018 0:00:00,00000000977427,2.43,-0.83
28Feb2018 0:00:00,00000000977473,2.78,-0.1
31Dec2017 0:00:00,00000000977491,3.98,-0.59
31Aug2018 0:00:00,00000000977497,2.28,-0.72
31Aug2018 0:00:00,00000000977499,4.58,0.89
31Oct2017 0:00:00,00000000977509,2.39,-0.33
31Jan2018 0:00:00,00000000977519,2.44,0.08
31Jul2018 0:00:00,00000000977538,2.4,-0.99
31Oct2017 0:00:00,00000000977539,2.85,1.58
30Sep2018 0:00:00,00000000977540,2.35,1.39
31Oct2018 0:00:00,00000000977549,2.75,0.81
31Jul2018 0:00:00,00000000977562,2.27,-0.36
