MOIS,CLIENT_ID,pret_anterieur,compte_commercial,carte_MC,NSF,PH_autre_FI,sphere_epargne,sphere_financement,sphere_transaction,nb_produit,relation_BNC,vol_MC,vol_epargne,vol_financement,vol_transaction,TEF,mono_produit,PH
30Jun2018 0:00:00,00000000933753,0,0,0,0,1,0,0,1,1,11,,,,820,1,1,0
31May2018 0:00:00,00000000933803,0,0,0,0,0,0,0,1,1,11,,,,100,1,1,0
31Jul2018 0:00:00,00000000933807,0,0,1,0,0,0,0,1,1,14,19340,,,2200,1,1,0
30Jun2018 0:00:00,00000000933824,0,0,1,0,1,0,0,1,1,15,16410,,,1480,1,1,0
30Jun2018 0:00:00,00000000933850,0,0,0,0,0,0,0,1,1,10,,,,2860,1,1,0
30Apr2018 0:00:00,00000000933858,0,0,0,0,0,0,0,0,3,16,,,,,0,0,0
31Oct2018 0:00:00,00000000933900,0,0,0,0,0,0,0,1,1,9,,,,2090,1,1,1
30Nov2017 0:00:00,00000000933907,0,0,0,0,1,1,0,1,2,18,,83000,,2770,2,0,0
30Nov2017 0:00:00,00000000933922,0,1,0,0,0,0,1,1,2,11,,,781000,2590,2,0,0
30Sep2018 0:00:00,00000000933952,0,0,1,0,0,0,0,1,1,6,13700,,,3840,1,1,0
30Nov2017 0:00:00,00000000933980,0,1,0,0,0,0,0,1,1,6,,,,2290,1,1,0
30Jun2018 0:00:00,00000000934002,0,0,1,0,0,0,0,1,1,9,26280,,,2250,1,1,0
30Sep2018 0:00:00,00000000934005,0,0,1,0,0,1,0,1,2,15,20940,68000,,2420,2,0,0
30Sep2018 0:00:00,00000000934028,0,0,0,0,1,0,1,1,4,3,,,433000,2500,2,0,0
31Jul2018 0:00:00,00000000934049,0,1,1,0,0,1,0,1,2,5,15440,68000,,690,2,0,0
30Nov2017 0:00:00,00000000934052,0,0,1,0,1,0,0,1,1,7,14600,,,970,1,1,0
31Jan2018 0:00:00,00000000934063,0,0,0,0,1,1,0,1,2,7,,168000,,1760,2,0,0
31Oct2017 0:00:00,00000000934071,0,0,1,0,1,1,0,1,2,8,24510,211000,,1350,2,0,1
28Feb2018 0:00:00,00000000934072,0,0,1,0,0,0,0,1,1,12,20080,,,1140,1,1,0
31Mar2018 0:00:00,00000000934073,0,0,0,0,0,0,0,1,2,7,,,,2930,1,0,0
31Oct2017 0:00:00,00000000934079,0,0,0,0,0,1,0,1,2,9,,149000,,1570,2,0,1
31Mar2018 0:00:00,00000000934085,0,0,0,0,0,0,0,1,1,1,,,,1360,1,1,0
31Dec2017 0:00:00,00000000934086,0,1,1,0,0,1,1,1,3,7,24690,291000,748000,100,3,0,1
31Oct2018 0:00:00,00000000934095,0,0,1,0,1,1,0,1,2,10,20890,139000,,100,2,0,1
28Feb2018 0:00:00,00000000934120,0,0,1,0,1,0,0,1,1,7,16830,,,1770,1,1,0
28Feb2018 0:00:00,00000000934124,0,0,1,0,0,0,0,1,1,18,22090,,,1770,1,1,0
30Jun2018 0:00:00,00000000934137,0,0,1,0,1,0,1,1,2,6,24290,,463000,2530,2,0,1
28Feb2018 0:00:00,00000000934140,0,0,0,0,1,1,0,1,2,17,,209000,,1440,2,0,1
31Dec2017 0:00:00,00000000934155,0,0,0,1,0,1,0,0,1,0,,158000,,,1,1,0
28Feb2018 0:00:00,00000000934178,0,0,0,0,0,0,0,1,1,14,,,,2850,1,1,0
31Dec2017 0:00:00,00000000934221,0,0,0,0,0,0,0,1,1,7,,,,2310,1,1,0
31Jan2018 0:00:00,00000000934248,0,0,1,0,0,0,0,1,2,9,17550,,,1340,1,0,0
30Apr2018 0:00:00,00000000934251,1,0,0,0,1,1,0,1,2,16,,117000,,220,2,0,0
31Aug2018 0:00:00,00000000934289,1,1,0,0,0,0,0,1,1,14,,,,3760,1,1,0
30Jun2018 0:00:00,00000000934292,0,1,1,0,1,0,0,1,1,2,20960,,,1000,1,1,0
30Jun2018 0:00:00,00000000934296,0,1,1,0,0,0,0,1,1,14,29020,,,1220,1,1,0
31Oct2017 0:00:00,00000000934335,0,1,1,0,0,0,1,1,2,11,19750,,478000,1020,2,0,0
30Apr2018 0:00:00,00000000934346,0,1,0,0,0,0,1,1,2,16,,,10000,770,2,0,0
28Feb2018 0:00:00,00000000934348,0,0,0,0,0,0,1,1,2,11,,,512000,4520,2,0,0
30Sep2018 0:00:00,00000000934360,0,0,0,0,0,0,0,1,2,0,,,,3560,1,0,0
31Mar2018 0:00:00,00000000934380,1,0,1,0,1,0,1,1,2,20,20380,,541000,290,2,0,1
31Oct2017 0:00:00,00000000934404,0,1,1,0,1,0,0,1,1,11,18570,,,1810,1,1,0
31Jul2018 0:00:00,00000000934416,0,0,1,0,0,0,1,1,2,9,17970,,518000,2240,2,0,0
30Jun2018 0:00:00,00000000934426,0,0,0,0,1,1,0,1,2,13,,160000,,1180,2,0,0
30Apr2018 0:00:00,00000000934427,0,0,0,0,1,0,0,1,1,12,,,,1600,1,1,0
31Jan2018 0:00:00,00000000934441,0,0,1,0,0,0,0,1,1,9,22830,,,3150,1,1,0
31Mar2018 0:00:00,00000000934454,0,0,1,0,0,0,1,1,2,5,27260,,666000,2640,2,0,0
30Apr2018 0:00:00,00000000934456,0,1,0,0,0,1,0,1,4,10,,112000,,800,2,0,0
28Feb2018 0:00:00,00000000934472,1,0,1,0,0,1,0,1,3,18,15340,265000,,3410,2,0,0
30Jun2018 0:00:00,00000000934474,0,1,0,0,0,0,0,1,1,15,,,,4090,1,1,0
30Nov2017 0:00:00,00000000934485,0,0,1,0,0,1,0,1,2,2,28280,161000,,2840,2,0,0
31Oct2017 0:00:00,00000000934496,1,0,0,0,1,1,0,1,2,14,,123000,,750,2,0,0
30Apr2018 0:00:00,00000000934501,0,0,0,0,0,0,0,1,1,17,,,,3770,1,1,0
31May2018 0:00:00,00000000934520,0,0,1,0,0,0,0,1,1,20,19490,,,2530,1,1,0
30Jun2018 0:00:00,00000000934531,0,1,1,0,0,0,0,1,5,15,26720,,,2820,1,0,0
31Jul2018 0:00:00,00000000934578,0,0,1,0,0,0,0,1,2,10,14510,,,1460,1,0,0
30Jun2018 0:00:00,00000000934594,0,0,1,0,0,0,1,0,1,10,16080,,275000,,1,1,1
30Apr2018 0:00:00,00000000934602,0,1,1,0,0,1,1,1,3,2,20790,77000,202000,4310,3,0,0
30Apr2018 0:00:00,00000000934612,0,0,0,1,0,0,0,1,1,11,,,,450,1,1,0
31Oct2018 0:00:00,00000000934620,0,0,0,0,0,0,0,1,3,10,,,,2420,1,0,1
31May2018 0:00:00,00000000934631,0,0,0,0,0,1,0,1,2,13,,137000,,2950,2,0,1
30Nov2017 0:00:00,00000000934637,0,0,1,0,0,1,1,1,4,9,20510,199000,364000,1630,3,0,0
31Jan2018 0:00:00,00000000934671,0,1,1,1,1,0,0,1,1,3,18850,,,3120,1,1,0
31Oct2017 0:00:00,00000000934683,0,0,1,0,0,0,1,1,2,16,17200,,515000,1960,2,0,1
31Jan2018 0:00:00,00000000934696,0,0,0,0,0,0,1,1,2,16,,,539000,2240,2,0,0
30Jun2018 0:00:00,00000000934700,0,0,0,0,0,1,0,1,2,6,,131000,,620,2,0,0
31Dec2017 0:00:00,00000000934735,0,0,0,0,0,0,0,1,3,7,,,,2190,1,0,0
31Aug2018 0:00:00,00000000934740,0,1,0,0,0,1,0,1,2,0,,259000,,720,2,0,1
28Feb2018 0:00:00,00000000934744,0,0,1,1,0,0,0,1,1,14,25380,,,2450,1,1,0
30Sep2018 0:00:00,00000000934766,0,0,1,0,0,1,1,1,3,12,16130,118000,484000,2400,3,0,1
31Jan2018 0:00:00,00000000934787,0,0,1,0,0,0,0,1,1,0,26240,,,1930,1,1,0
31Mar2018 0:00:00,00000000934797,0,0,0,0,0,1,1,1,3,17,,168000,768000,870,3,0,0
31Jul2018 0:00:00,00000000934798,0,0,0,0,0,0,0,1,1,12,,,,2460,1,1,0
28Feb2018 0:00:00,00000000934810,0,0,0,0,0,1,0,1,3,9,,150000,,2960,2,0,1
31Jan2018 0:00:00,00000000934823,1,0,0,0,0,0,0,0,2,14,,,,,0,0,0
30Sep2018 0:00:00,00000000934830,0,0,0,0,0,0,0,1,1,12,,,,3130,1,1,1
31Jan2018 0:00:00,00000000934834,0,0,0,0,1,1,0,1,5,15,,138000,,2660,2,0,0
30Jun2018 0:00:00,00000000934846,0,0,0,0,1,1,0,1,2,9,,147000,,2670,2,0,0
30Apr2018 0:00:00,00000000934851,0,0,0,0,0,0,0,1,1,15,,,,1450,1,1,0
31Jan2018 0:00:00,00000000934874,1,0,0,0,1,0,1,1,2,8,,,454000,3810,2,0,0
30Jun2018 0:00:00,00000000934876,0,0,0,0,1,0,0,1,1,5,,,,3220,1,1,0
31Jan2018 0:00:00,00000000934880,0,0,0,0,1,1,0,1,2,5,,114000,,2410,2,0,0
30Apr2018 0:00:00,00000000934882,0,0,0,0,0,0,0,1,1,4,,,,2890,1,1,0
31Aug2018 0:00:00,00000000934898,0,0,0,0,0,1,0,1,2,9,,161000,,1760,2,0,0
30Jun2018 0:00:00,00000000934931,0,0,0,0,0,0,0,1,1,9,,,,2550,1,1,0
31Aug2018 0:00:00,00000000934946,0,0,0,0,0,0,1,1,2,6,,,706000,2690,2,0,0
31Jul2018 0:00:00,00000000934957,1,0,0,0,1,0,1,1,2,9,,,374000,2730,2,0,0
30Apr2018 0:00:00,00000000934976,0,1,0,0,0,0,0,1,1,6,,,,2310,1,1,0
31Oct2017 0:00:00,00000000934990,0,0,1,0,0,0,0,1,1,8,20850,,,3200,1,1,0
30Apr2018 0:00:00,00000000935000,0,1,0,0,0,0,0,1,1,19,,,,1600,1,1,0
31Dec2017 0:00:00,00000000935011,0,0,1,1,0,0,0,1,3,6,23040,,,1540,1,0,0
30Sep2018 0:00:00,00000000935016,1,1,0,0,1,0,0,1,1,12,,,,1160,1,1,0
30Sep2018 0:00:00,00000000935032,0,1,1,0,1,1,0,1,2,16,23410,187000,,1310,2,0,0
31Dec2017 0:00:00,00000000935036,0,1,1,0,0,0,0,1,1,15,21030,,,800,1,1,0
30Jun2018 0:00:00,00000000935041,0,1,0,0,0,1,0,1,2,9,,108000,,1990,2,0,0
30Jun2018 0:00:00,00000000935060,0,0,0,0,0,0,0,0,1,18,,,,,0,1,0
30Nov2017 0:00:00,00000000935069,0,1,0,0,0,0,0,1,1,16,,,,3540,1,1,0
31Oct2017 0:00:00,00000000935071,0,0,1,0,0,0,0,1,1,10,21500,,,2270,1,1,0
31Jul2018 0:00:00,00000000935074,0,0,0,0,0,0,0,1,1,7,,,,250,1,1,0
30Sep2018 0:00:00,00000000935081,0,1,0,0,0,1,1,1,3,14,,149000,510000,2710,3,0,0
31Mar2018 0:00:00,00000000935103,0,0,0,0,0,0,0,1,3,17,,,,2340,1,0,0
31Jan2018 0:00:00,00000000935105,0,0,0,0,1,1,0,1,2,5,,110000,,1870,2,0,0
28Feb2018 0:00:00,00000000935110,0,1,1,0,1,0,0,1,1,4,23340,,,2440,1,1,0
28Feb2018 0:00:00,00000000935130,0,0,1,0,0,0,0,1,2,16,17130,,,2270,1,0,1
31Aug2018 0:00:00,00000000935146,0,1,0,0,1,0,1,1,2,15,,,466000,1820,2,0,0
31Jan2018 0:00:00,00000000935170,0,1,1,0,0,0,1,1,2,17,13860,,378000,2790,2,0,0
31Mar2018 0:00:00,00000000935172,0,0,1,0,0,0,0,1,1,10,24700,,,1190,1,1,0
31Oct2018 0:00:00,00000000935175,0,0,0,0,0,1,0,1,2,5,,186000,,2960,2,0,0
31Dec2017 0:00:00,00000000935186,1,0,0,0,1,0,0,0,1,7,,,,,0,1,0
31Aug2018 0:00:00,00000000935196,1,1,0,0,0,0,0,1,4,18,,,,820,1,0,0
31Jan2018 0:00:00,00000000935219,0,1,1,0,0,1,1,1,3,11,19020,49000,361000,2980,3,0,1
31Oct2018 0:00:00,00000000935257,0,0,1,0,0,1,1,1,3,16,24660,144000,776000,2240,3,0,1
31Oct2018 0:00:00,00000000935261,0,0,1,0,0,1,0,1,2,18,21230,222000,,1220,2,0,0
31Dec2017 0:00:00,00000000935268,0,0,0,0,1,1,0,1,2,22,,190000,,1160,2,0,0
31Mar2018 0:00:00,00000000935273,0,1,1,0,0,0,0,1,1,8,21660,,,2170,1,1,0
30Apr2018 0:00:00,00000000935292,0,0,1,0,0,0,0,1,1,12,19560,,,330,1,1,0
31May2018 0:00:00,00000000935316,0,1,0,0,0,0,0,1,1,9,,,,2120,1,1,0
31Oct2017 0:00:00,00000000935327,1,0,0,0,0,0,0,1,1,15,,,,1500,1,1,0
31May2018 0:00:00,00000000935329,0,0,1,0,1,0,0,1,1,17,16680,,,2760,1,1,0
31Jan2018 0:00:00,00000000935345,0,0,1,0,0,0,0,1,1,8,17020,,,960,1,1,0
31Aug2018 0:00:00,00000000935358,0,0,1,0,0,1,1,1,3,2,17290,148000,583000,2920,3,0,0
31Oct2018 0:00:00,00000000935392,0,0,1,0,0,0,1,1,2,5,21870,,650000,2610,2,0,0
31Aug2018 0:00:00,00000000935405,0,0,1,0,0,1,0,1,2,10,20780,111000,,2210,2,0,0
31Aug2018 0:00:00,00000000935426,0,0,1,0,0,0,0,0,1,14,22820,,,,0,1,0
30Jun2018 0:00:00,00000000935434,0,0,1,0,0,0,0,1,1,6,15600,,,960,1,1,0
31Dec2017 0:00:00,00000000935436,0,1,1,0,0,0,0,1,1,9,24740,,,2760,1,1,0
30Nov2017 0:00:00,00000000935441,0,0,1,0,1,0,1,1,2,15,20660,,807000,1390,2,0,0
31May2018 0:00:00,00000000935461,0,0,1,0,0,1,1,1,3,8,10970,77000,592000,1820,3,0,0
30Jun2018 0:00:00,00000000935464,0,0,0,0,0,1,0,1,2,16,,156000,,1050,2,0,1
31Oct2017 0:00:00,00000000935487,0,1,1,0,0,0,0,1,1,6,17110,,,1330,1,1,0
31Jan2018 0:00:00,00000000935489,0,1,0,0,1,0,0,1,1,10,,,,2500,1,1,0
31Jan2018 0:00:00,00000000935494,9,1,1,0,1,1,0,1,2,11,17000,139000,,1230,2,0,0
31Mar2018 0:00:00,00000000935511,0,0,0,0,0,1,1,1,3,6,,208000,624000,1050,3,0,1
30Nov2017 0:00:00,00000000935534,0,1,0,0,1,0,0,1,2,0,,,,1340,1,0,0
30Nov2017 0:00:00,00000000935544,0,0,0,0,1,0,0,1,3,7,,,,1990,1,0,0
30Nov2017 0:00:00,00000000935547,0,1,1,0,1,0,0,1,1,13,19150,,,480,1,1,0
31May2018 0:00:00,00000000935564,0,1,1,0,0,0,0,1,1,3,29290,,,2030,1,1,0
31May2018 0:00:00,00000000935572,0,0,1,0,0,0,1,1,2,14,23790,,205000,2170,2,0,0
30Nov2017 0:00:00,00000000935573,0,0,0,0,0,0,0,1,1,7,,,,1080,1,1,0
31Oct2018 0:00:00,00000000935583,1,0,1,0,0,0,1,1,2,19,16940,,642000,1350,2,0,0
31Mar2018 0:00:00,00000000935596,0,0,0,0,0,0,0,1,3,5,,,,2470,1,0,0
31May2018 0:00:00,00000000935602,0,0,0,0,1,0,0,1,4,13,,,,2270,1,0,0
30Jun2018 0:00:00,00000000935603,0,0,1,0,1,1,0,1,2,22,21610,151000,,2710,2,0,0
31Dec2017 0:00:00,00000000935618,0,0,0,0,0,0,1,1,2,0,,,579000,1470,2,0,0
31Dec2017 0:00:00,00000000935636,0,1,0,0,0,0,0,1,1,12,,,,2750,1,1,0
30Nov2017 0:00:00,00000000935639,1,0,0,0,0,0,0,1,1,15,,,,2480,1,1,0
31Aug2018 0:00:00,00000000935656,0,0,0,0,1,0,0,1,1,16,,,,3100,1,1,0
31Jan2018 0:00:00,00000000935660,0,1,0,0,1,1,1,1,3,8,,141000,532000,2100,3,0,0
31Aug2018 0:00:00,00000000935678,1,0,1,0,0,0,0,1,1,10,21900,,,2460,1,1,0
30Sep2018 0:00:00,00000000935684,0,1,0,0,1,1,1,1,3,15,,166000,521000,1790,3,0,0
31May2018 0:00:00,00000000935732,0,0,0,0,0,1,1,1,3,16,,211000,709000,1600,3,0,0
31Mar2018 0:00:00,00000000935746,0,0,1,0,0,0,0,1,1,13,16570,,,3010,1,1,0
31Aug2018 0:00:00,00000000935761,0,0,0,0,0,0,1,1,2,12,,,821000,3660,2,0,0
28Feb2018 0:00:00,00000000935763,1,1,0,0,0,1,1,1,3,11,,186000,511000,2700,3,0,0
31Dec2017 0:00:00,00000000935784,1,0,1,0,0,0,0,0,1,13,17210,,,,0,1,0
31Dec2017 0:00:00,00000000935786,0,0,1,0,0,0,1,1,2,9,16340,,491000,2360,2,0,0
31Aug2018 0:00:00,00000000935793,0,0,1,0,1,1,1,1,3,9,19210,158000,711000,800,3,0,1
31Jul2018 0:00:00,00000000935799,0,0,0,0,0,1,1,1,3,5,,117000,538000,2200,3,0,0
30Sep2018 0:00:00,00000000935802,0,1,0,0,0,1,1,1,3,5,,124000,605000,560,3,0,0
28Feb2018 0:00:00,00000000935804,0,0,0,0,1,0,0,0,1,12,,,,,0,1,0
31May2018 0:00:00,00000000935807,0,0,0,0,1,1,0,0,2,8,,125000,,,1,0,0
31Jul2018 0:00:00,00000000935809,1,0,0,0,0,1,0,1,2,10,,54000,,3590,2,0,0
30Apr2018 0:00:00,00000000935815,0,0,0,0,0,0,0,1,1,7,,,,1730,1,1,0
31Oct2018 0:00:00,00000000935827,0,0,0,0,1,1,0,1,2,13,,136000,,4100,2,0,0
28Feb2018 0:00:00,00000000935829,0,1,1,0,0,0,0,1,1,2,22770,,,1850,1,1,0
31Oct2018 0:00:00,00000000935843,0,1,0,0,0,1,1,1,3,11,,139000,354000,2580,3,0,0
31Mar2018 0:00:00,00000000935844,0,0,0,0,1,1,0,1,2,12,,191000,,2320,2,0,0
31Jul2018 0:00:00,00000000935851,0,1,1,0,0,0,0,0,1,14,16540,,,,0,1,0
31Oct2017 0:00:00,00000000935856,0,1,0,0,0,1,1,1,3,11,,142000,379000,1380,3,0,0
31Oct2018 0:00:00,00000000935874,0,1,0,0,1,0,0,1,1,11,,,,2050,1,1,0
31Aug2018 0:00:00,00000000935904,0,0,0,0,1,0,0,1,1,8,,,,1230,1,1,0
31Jul2018 0:00:00,00000000935910,0,0,1,0,1,0,1,1,2,6,24630,,13000,2470,2,0,1
30Jun2018 0:00:00,00000000935963,0,0,1,0,1,0,0,1,1,10,23980,,,1600,1,1,0
31Oct2017 0:00:00,00000000935964,0,0,0,0,0,0,1,1,4,13,,,448000,1430,2,0,0
28Feb2018 0:00:00,00000000935965,0,0,1,0,0,0,0,1,2,5,12540,,,2770,1,0,0
30Jun2018 0:00:00,00000000935968,0,0,0,0,1,1,0,1,2,5,,72000,,2050,2,0,0
30Sep2018 0:00:00,00000000935969,0,0,0,0,0,1,0,1,2,9,,156000,,2850,2,0,0
30Nov2017 0:00:00,00000000935986,0,0,1,0,0,0,1,1,2,0,21030,,710000,1480,2,0,0
31Mar2018 0:00:00,00000000935988,1,0,1,0,0,0,0,1,2,10,15720,,,510,1,0,0
28Feb2018 0:00:00,00000000936001,0,1,1,0,0,0,1,1,2,14,18430,,400000,1360,2,0,0
30Sep2018 0:00:00,00000000936010,0,0,0,1,0,0,1,1,2,9,,,500000,2230,2,0,0
28Feb2018 0:00:00,00000000936044,0,0,0,0,1,0,0,1,1,4,,,,1710,1,1,0
31Mar2018 0:00:00,00000000936045,0,1,0,0,0,1,1,1,3,12,,163000,591000,3390,3,0,0
31Dec2017 0:00:00,00000000936048,1,0,1,0,0,0,0,1,3,13,23100,,,2720,1,0,0
30Sep2018 0:00:00,00000000936063,1,0,0,0,0,0,0,1,1,6,,,,2150,1,1,0
30Apr2018 0:00:00,00000000936066,0,0,1,0,0,1,0,1,4,9,19800,75000,,1780,2,0,0
31Mar2018 0:00:00,00000000936084,0,0,0,0,0,0,1,1,2,10,,,363000,1700,2,0,0
30Jun2018 0:00:00,00000000936114,0,0,1,0,0,1,1,1,3,13,18710,263000,404000,2400,3,0,0
31Aug2018 0:00:00,00000000936143,0,0,0,0,0,0,0,1,1,10,,,,3690,1,1,0
31Oct2018 0:00:00,00000000936159,0,0,1,0,1,0,1,1,2,9,21820,,576000,1950,2,0,1
31May2018 0:00:00,00000000936176,0,1,0,0,1,1,0,1,2,5,,156000,,2090,2,0,0
28Feb2018 0:00:00,00000000936186,0,0,0,0,1,0,0,1,1,11,,,,1860,1,1,0
31Dec2017 0:00:00,00000000936187,0,1,1,0,0,1,0,1,2,16,24690,33000,,1830,2,0,0
31Jul2018 0:00:00,00000000936188,0,0,0,0,0,0,1,1,2,4,,,320000,2620,2,0,0
31Jan2018 0:00:00,00000000936195,0,1,0,0,1,0,0,1,1,7,,,,280,1,1,0
31Oct2018 0:00:00,00000000936196,0,0,0,0,0,0,0,1,1,7,,,,1200,1,1,0
28Feb2018 0:00:00,00000000936215,0,0,1,0,0,0,0,1,1,1,17780,,,2010,1,1,0
30Nov2017 0:00:00,00000000936247,0,0,0,0,0,1,0,1,2,13,,134000,,1720,2,0,0
31Jul2018 0:00:00,00000000936261,0,0,1,0,0,1,1,1,3,3,18530,202000,230000,2110,3,0,0
31May2018 0:00:00,00000000936271,0,0,0,0,0,0,0,0,1,12,,,,,0,1,0
30Sep2018 0:00:00,00000000936295,0,1,1,0,1,1,0,1,2,13,21590,138000,,2330,2,0,0
31Jul2018 0:00:00,00000000936297,1,0,0,0,0,0,0,1,1,10,,,,220,1,1,0
30Jun2018 0:00:00,00000000936313,0,0,1,0,0,1,0,1,2,12,19980,143000,,2920,2,0,0
31Aug2018 0:00:00,00000000936333,0,0,0,0,0,0,0,1,3,14,,,,2840,1,0,0
31Oct2018 0:00:00,00000000936335,0,0,1,0,0,0,1,1,2,10,17370,,751000,2560,2,0,0
30Jun2018 0:00:00,00000000936336,0,0,0,0,0,0,0,1,1,11,,,,1980,1,1,0
31Jul2018 0:00:00,00000000936347,0,0,0,0,0,0,0,1,1,14,,,,750,1,1,0
31Jul2018 0:00:00,00000000936372,0,0,1,0,0,0,0,1,3,16,16090,,,1730,1,0,0
31Mar2018 0:00:00,00000000936378,0,1,0,0,0,1,0,1,3,6,,193000,,3060,2,0,0
31Jul2018 0:00:00,00000000936379,0,0,0,0,1,1,0,1,2,7,,130000,,1640,2,0,0
31Dec2017 0:00:00,00000000936388,0,0,0,0,0,0,1,1,3,17,,,829000,1070,2,0,0
30Apr2018 0:00:00,00000000936413,0,0,0,0,0,0,1,1,5,4,,,607000,1280,2,0,0
31Dec2017 0:00:00,00000000936415,0,0,0,0,1,0,0,1,1,4,,,,1540,1,1,0
31Oct2017 0:00:00,00000000936430,0,1,1,0,0,0,0,1,1,0,18680,,,1580,1,1,0
30Sep2018 0:00:00,00000000936433,0,0,1,0,0,0,0,1,1,9,16850,,,1240,1,1,0
30Apr2018 0:00:00,00000000936438,1,1,1,0,0,1,0,1,2,16,28710,193000,,450,2,0,0
31Oct2018 0:00:00,00000000936444,0,0,0,0,0,0,0,1,1,9,,,,1220,1,1,0
31Mar2018 0:00:00,00000000936448,0,0,0,0,0,0,0,0,1,14,,,,,0,1,0
28Feb2018 0:00:00,00000000936450,0,0,0,0,0,0,0,1,1,5,,,,590,1,1,1
31May2018 0:00:00,00000000936457,0,1,1,0,1,0,1,1,2,12,13500,,491000,1230,2,0,0
31Mar2018 0:00:00,00000000936471,0,1,0,0,1,0,1,1,2,8,,,423000,3510,2,0,0
31May2018 0:00:00,00000000936473,0,0,0,0,0,0,0,1,2,16,,,,3430,1,0,0
30Jun2018 0:00:00,00000000936475,0,0,1,0,0,0,0,0,1,24,16040,,,,0,1,0
30Jun2018 0:00:00,00000000936482,0,0,0,0,0,0,0,1,1,3,,,,1930,1,1,0
31Oct2017 0:00:00,00000000936499,0,0,1,0,0,1,0,1,2,16,19290,143000,,1850,2,0,1
31Oct2018 0:00:00,00000000936500,0,0,0,0,0,1,0,1,3,4,,150000,,2910,2,0,0
31Oct2017 0:00:00,00000000936533,0,0,1,0,0,0,0,1,1,10,14100,,,1680,1,1,0
31Mar2018 0:00:00,00000000936534,0,0,1,0,0,1,0,1,2,2,19610,179000,,2360,2,0,0
30Jun2018 0:00:00,00000000936577,0,1,0,0,0,0,0,1,1,13,,,,3060,1,1,0
31Dec2017 0:00:00,00000000936584,1,0,1,0,1,0,0,1,1,8,25330,,,2260,1,1,0
30Jun2018 0:00:00,00000000936594,0,0,1,0,0,0,0,1,1,4,19930,,,100,1,1,0
31Mar2018 0:00:00,00000000936616,0,1,0,0,0,1,0,1,2,13,,210000,,3650,2,0,0
30Sep2018 0:00:00,00000000936625,0,1,1,1,1,0,0,1,3,7,23940,,,1760,1,0,0
31Dec2017 0:00:00,00000000936654,0,0,0,0,0,0,1,1,2,9,,,680000,100,2,0,0
30Jun2018 0:00:00,00000000936659,1,1,0,0,0,0,0,1,1,18,,,,1620,1,1,0
30Nov2017 0:00:00,00000000936662,0,1,1,0,1,0,0,1,1,19,22960,,,2470,1,1,0
30Apr2018 0:00:00,00000000936690,0,0,0,0,1,0,1,1,2,18,,,802000,1420,2,0,1
28Feb2018 0:00:00,00000000936693,0,0,1,0,1,0,1,1,2,10,25510,,244000,2120,2,0,0
31May2018 0:00:00,00000000936694,0,0,0,0,0,1,0,1,2,4,,225000,,2110,2,0,0
31Jul2018 0:00:00,00000000936697,0,1,1,0,1,0,0,1,1,5,24750,,,920,1,1,0
31Dec2017 0:00:00,00000000936716,1,0,0,0,0,1,0,1,2,11,,191000,,100,2,0,0
30Jun2018 0:00:00,00000000936726,0,0,0,0,0,0,0,1,1,19,,,,1360,1,1,0
31Jan2018 0:00:00,00000000936729,0,0,1,0,0,0,0,1,1,4,16890,,,1740,1,1,0
31Jan2018 0:00:00,00000000936731,0,0,1,0,0,1,0,0,1,14,20810,194000,,,1,1,0
31May2018 0:00:00,00000000936764,0,1,1,0,0,0,1,1,2,12,20430,,515000,4470,2,0,0
31Oct2018 0:00:00,00000000936780,1,0,0,0,0,0,1,1,2,17,,,457000,1680,2,0,1
31Oct2018 0:00:00,00000000936828,0,0,0,0,0,1,1,1,3,16,,146000,597000,1890,3,0,0
30Jun2018 0:00:00,00000000936833,0,0,1,0,0,0,0,0,1,2,24800,,,,0,1,0
31Jul2018 0:00:00,00000000936834,0,0,0,0,0,0,0,1,1,12,,,,450,1,1,0
31May2018 0:00:00,00000000936838,0,0,0,0,1,1,1,1,3,10,,120000,488000,2250,3,0,0
31Oct2018 0:00:00,00000000936841,0,0,0,1,0,1,0,0,1,11,,138000,,,1,1,0
30Sep2018 0:00:00,00000000936846,0,0,1,0,0,0,0,1,2,4,23700,,,1010,1,0,0
31Jul2018 0:00:00,00000000936848,0,0,1,0,1,0,1,1,2,9,16960,,591000,690,2,0,0
30Jun2018 0:00:00,00000000936863,0,0,0,0,1,1,1,1,3,1,,71000,426000,3240,3,0,0
31May2018 0:00:00,00000000936868,0,1,0,0,0,0,0,1,1,19,,,,2700,1,1,1
30Sep2018 0:00:00,00000000936874,0,0,1,0,1,1,0,1,2,9,13940,96000,,3040,2,0,1
30Nov2017 0:00:00,00000000936904,0,0,1,0,0,1,1,1,3,19,22390,171000,465000,1910,3,0,0
30Sep2018 0:00:00,00000000936912,0,0,1,0,0,1,1,1,4,5,20280,160000,748000,3990,3,0,0
31Oct2017 0:00:00,00000000936913,0,0,0,0,0,0,0,1,1,2,,,,1370,1,1,0
31Mar2018 0:00:00,00000000936935,0,1,0,0,0,0,1,1,2,10,,,455000,1750,2,0,0
31Jul2018 0:00:00,00000000936940,1,0,1,0,0,1,0,1,2,7,20990,84000,,3490,2,0,0
30Jun2018 0:00:00,00000000936975,0,0,1,0,1,0,0,1,1,15,26060,,,3080,1,1,0
30Nov2017 0:00:00,00000000937024,0,0,1,0,0,0,0,1,3,19,19920,,,1320,1,0,1
