MOIS,CLIENT_ID,homme,courriel,Langue_Francais,naissance,logement,profession,nb_enfant,ville,education,age,revenu,revenu_foyer
31Jan2018 0:00:00,00000000986236,1,0,0,0,0,6,3,6,4,53,87000,87000
31Jan2018 0:00:00,00000000986256,0,1,1,0,0,1,0,6,4,29,85000,225000
31Dec2017 0:00:00,00000000986270,0,1,1,0,0,2,0,2,3,24,61000,61000
31Dec2017 0:00:00,00000000986276,0,1,1,1,0,1,2,4,2,56,11000,101000
31Jul2018 0:00:00,00000000986282,1,1,1,0,0,2,0,5,4,36,56000,165000
31Mar2018 0:00:00,00000000986290,0,1,0,1,0,3,3,2,2,66,75000,142000
31Jul2018 0:00:00,00000000986296,0,0,1,0,0,2,0,6,3,62,78000,115000
31Mar2018 0:00:00,00000000986301,1,1,1,1,0,6,2,5,4,37,23000,108000
30Apr2018 0:00:00,00000000986309,0,1,0,0,0,1,0,6,5,52,59000,339000
31Aug2018 0:00:00,00000000986329,1,1,1,1,1,6,4,6,3,41,50000,143000
28Feb2018 0:00:00,00000000986330,0,1,1,1,1,5,2,4,2,37,72000,276000
31Mar2018 0:00:00,00000000986333,0,1,1,0,0,2,1,6,1,30,81000,111000
31Jul2018 0:00:00,00000000986338,1,0,1,0,0,6,0,6,4,27,10000,56000
31Dec2017 0:00:00,00000000986340,1,0,0,0,1,3,0,3,1,55,57000,57000
30Jun2018 0:00:00,00000000986341,1,0,0,1,0,1,2,1,1,57,34000,279000
30Sep2018 0:00:00,00000000986348,0,1,1,0,0,4,0,5,5,999,67000,262000
28Feb2018 0:00:00,00000000986356,1,1,1,1,0,2,4,6,4,46,88000,88000
31Dec2017 0:00:00,00000000986370,0,0,0,0,1,2,0,2,5,50,40000,114000
30Sep2018 0:00:00,00000000986374,1,1,1,0,0,1,0,3,2,19,68000,141000
31Oct2018 0:00:00,00000000986378,0,1,1,1,0,1,1,1,1,30,59000,150000
31May2018 0:00:00,00000000986379,1,1,0,1,1,3,1,5,3,85,73000,75000
31Oct2018 0:00:00,00000000986390,1,1,1,0,0,4,1,1,2,37,57000,141000
31Aug2018 0:00:00,00000000986395,1,0,1,0,0,3,0,1,1,62,37000,184000
31Jan2018 0:00:00,00000000986396,0,1,1,0,0,6,0,6,5,30,104000,176000
31Jul2018 0:00:00,00000000986430,1,1,0,0,0,6,0,5,5,53,71000,102000
31May2018 0:00:00,00000000986433,1,0,1,0,0,3,0,1,4,37,41000,100000
31May2018 0:00:00,00000000986437,1,1,1,0,0,2,0,4,1,234,24000,147000
28Feb2018 0:00:00,00000000986445,0,1,1,0,0,4,0,1,1,61,27000,144000
28Feb2018 0:00:00,00000000986472,0,0,0,0,0,2,0,4,1,48,64000,97000
31Oct2018 0:00:00,00000000986480,0,0,1,0,1,4,0,5,4,44,85000,85000
31Dec2017 0:00:00,00000000986484,1,1,1,1,0,2,6,3,1,48,22000,264000
31Dec2017 0:00:00,00000000986485,0,0,1,0,0,5,0,6,1,59,37000,37000
30Apr2018 0:00:00,00000000986501,1,1,1,0,0,6,0,6,2,30,66000,66000
31Dec2017 0:00:00,00000000986527,1,1,0,0,0,4,0,1,1,76,72000,72000
31May2018 0:00:00,00000000986539,0,0,0,0,0,1,0,4,3,42,63000,292000
31Mar2018 0:00:00,00000000986548,1,0,1,0,0,2,0,4,1,46,66000,76000
31Oct2018 0:00:00,00000000986580,0,1,0,0,0,5,0,6,5,25,32000,32000
28Feb2018 0:00:00,00000000986581,1,0,0,0,0,2,0,1,1,56,59000,59000
31Jan2018 0:00:00,00000000986588,0,0,1,0,1,1,4,3,1,40,91000,91000
31Jan2018 0:00:00,00000000986592,1,1,0,0,1,6,0,4,4,65,68000,68000
31Jan2018 0:00:00,00000000986594,0,0,1,0,0,2,0,6,1,52,45000,70000
30Sep2018 0:00:00,00000000986595,1,1,1,0,0,3,0,6,5,32,38000,81000
28Feb2018 0:00:00,00000000986600,0,1,1,1,1,3,3,6,5,63,68000,68000
31Mar2018 0:00:00,00000000986602,0,1,1,0,0,1,5,4,2,76,74000,186000
30Jun2018 0:00:00,00000000986633,0,1,1,0,1,6,0,6,5,46,60000,60000
30Jun2018 0:00:00,00000000986670,0,1,0,0,0,3,0,6,5,45,53000,53000
30Jun2018 0:00:00,00000000986671,1,1,1,1,0,4,4,4,3,65,43000,86000
31Mar2018 0:00:00,00000000986676,0,0,1,0,0,1,5,5,2,43,59000,59000
31Aug2018 0:00:00,00000000986696,0,0,0,0,1,1,0,6,1,53,78000,78000
31Oct2018 0:00:00,00000000986706,1,0,1,1,0,2,2,6,3,56,61000,184000
31Jul2018 0:00:00,00000000986713,1,1,0,0,1,2,3,5,4,64,38000,74000
28Feb2018 0:00:00,00000000986722,1,1,0,0,0,2,0,3,3,39,81000,81000
31Aug2018 0:00:00,00000000986804,0,1,0,0,0,1,0,3,1,24,82000,82000
31Mar2018 0:00:00,00000000986812,1,1,0,0,0,2,0,1,3,41,46000,62000
31Jan2018 0:00:00,00000000986816,1,1,0,0,0,2,0,5,1,54,53000,123000
28Feb2018 0:00:00,00000000986820,0,1,1,1,1,4,2,3,4,64,81000,81000
28Feb2018 0:00:00,00000000986826,1,0,1,0,1,3,0,6,5,64,57000,57000
28Feb2018 0:00:00,00000000986871,0,1,1,1,0,4,3,1,4,31,56000,116000
31Mar2018 0:00:00,00000000986902,0,1,1,1,0,3,2,3,1,37,44000,245000
31Jul2018 0:00:00,00000000986908,0,1,0,0,1,1,0,6,3,43,40000,194000
31Aug2018 0:00:00,00000000986936,0,1,1,0,0,4,3,6,3,66,40000,40000
31May2018 0:00:00,00000000986951,0,1,0,0,0,6,0,6,4,68,49000,73000
30Jun2018 0:00:00,00000000986960,1,1,1,1,0,5,5,1,4,46,48000,48000
30Jun2018 0:00:00,00000000986991,1,1,1,0,1,3,0,1,1,71,65000,65000
30Sep2018 0:00:00,00000000986998,1,1,1,0,0,4,0,6,5,83,55000,55000
30Sep2018 0:00:00,00000000986999,1,0,1,0,0,2,0,4,5,41,48000,48000
31Mar2018 0:00:00,00000000987001,1,0,1,1,1,3,2,6,1,33,46000,50000
30Apr2018 0:00:00,00000000987012,1,1,1,1,0,6,2,5,1,25,96000,331000
28Feb2018 0:00:00,00000000987015,0,0,1,0,0,2,0,5,2,45,65000,65000
30Apr2018 0:00:00,00000000987023,1,0,1,0,0,4,0,3,1,62,26000,253000
31Mar2018 0:00:00,00000000987024,1,0,1,0,0,2,0,6,1,32,69000,86000
28Feb2018 0:00:00,00000000987026,1,1,0,1,0,2,5,4,5,31,44000,44000
30Sep2018 0:00:00,00000000987033,0,0,1,0,0,3,0,2,1,48,46000,182000
31Jan2018 0:00:00,00000000987036,0,1,1,0,0,1,1,6,3,39,10000,15000
28Feb2018 0:00:00,00000000987040,0,1,1,0,0,4,0,5,5,47,70000,70000
31Oct2018 0:00:00,00000000987043,0,0,1,0,0,2,0,5,3,999,28000,69000
31May2018 0:00:00,00000000987047,1,1,0,0,0,5,0,3,3,55,76000,100000
30Sep2018 0:00:00,00000000987049,0,0,1,0,0,6,0,1,2,66,15000,168000
31May2018 0:00:00,00000000987059,1,1,0,0,0,4,0,6,1,64,59000,112000
31Jul2018 0:00:00,00000000987067,0,1,1,0,1,3,0,2,1,49,49000,49000
30Jun2018 0:00:00,00000000987068,0,1,0,0,1,3,0,1,1,39,93000,255000
31Jan2018 0:00:00,00000000987075,1,0,1,0,1,5,0,6,1,43,76000,245000
31Jan2018 0:00:00,00000000987085,1,1,1,0,0,1,0,1,4,50,32000,142000
30Apr2018 0:00:00,00000000987121,1,1,1,0,0,2,2,5,2,27,50000,220000
31May2018 0:00:00,00000000987125,0,1,1,0,0,2,0,2,4,74,70000,156000
31Aug2018 0:00:00,00000000987130,1,1,0,0,0,1,0,4,5,40,44000,210000
30Apr2018 0:00:00,00000000987153,1,1,1,0,0,1,0,6,4,45,81000,211000
28Feb2018 0:00:00,00000000987207,0,0,1,0,0,3,0,6,5,28,31000,102000
31Jul2018 0:00:00,00000000987209,1,0,1,0,1,6,0,6,1,32,59000,59000
30Jun2018 0:00:00,00000000987224,1,0,1,0,1,5,0,1,4,20,75000,75000
30Apr2018 0:00:00,00000000987246,1,1,0,0,0,4,0,6,5,26,42000,42000
31Mar2018 0:00:00,00000000987253,1,1,1,0,1,1,0,1,1,38,57000,197000
31Jan2018 0:00:00,00000000987256,1,0,1,1,0,6,1,6,2,64,84000,112000
31Mar2018 0:00:00,00000000987280,1,1,0,0,0,3,2,6,2,29,38000,121000
30Apr2018 0:00:00,00000000987296,0,0,1,0,0,6,1,1,3,23,74000,139000
30Apr2018 0:00:00,00000000987297,1,1,1,0,0,6,1,5,1,27,74000,153000
31May2018 0:00:00,00000000987308,0,1,1,0,0,4,0,6,1,77,77000,77000
28Feb2018 0:00:00,00000000987311,0,1,0,0,0,3,0,6,5,24,85000,187000
30Sep2018 0:00:00,00000000987313,1,1,1,0,1,2,0,6,3,46,88000,88000
30Apr2018 0:00:00,00000000987316,1,1,1,0,0,1,2,5,5,44,70000,88000
28Feb2018 0:00:00,00000000987341,1,1,0,0,0,3,0,6,4,36,46000,174000
31May2018 0:00:00,00000000987344,1,0,0,0,1,6,0,1,4,36,65000,141000
31Mar2018 0:00:00,00000000987345,0,0,0,1,0,3,2,3,4,19,22000,135000
31May2018 0:00:00,00000000987347,0,0,0,1,1,2,2,5,1,26,10000,64000
31May2018 0:00:00,00000000987349,1,1,0,0,1,6,0,6,1,26,72000,197000
31Jul2018 0:00:00,00000000987366,0,0,0,1,0,3,1,3,1,68,48000,294000
31Mar2018 0:00:00,00000000987380,1,1,1,0,0,3,4,6,1,60,66000,304000
30Sep2018 0:00:00,00000000987383,1,1,0,0,0,2,0,2,1,31,59000,59000
31Jul2018 0:00:00,00000000987384,1,1,0,0,1,2,6,6,2,60,81000,221000
31Mar2018 0:00:00,00000000987388,1,1,1,0,1,2,1,1,1,22,40000,45000
30Sep2018 0:00:00,00000000987419,1,1,0,0,0,2,0,3,2,27,53000,100000
31Oct2018 0:00:00,00000000987432,1,1,1,0,0,2,0,6,3,56,39000,107000
31Jan2018 0:00:00,00000000987440,1,0,0,0,1,2,0,1,1,61,64000,64000
31Mar2018 0:00:00,00000000987484,1,1,1,0,1,2,0,1,1,90,68000,222000
31Aug2018 0:00:00,00000000987490,0,1,1,0,0,2,0,5,1,64,50000,50000
30Jun2018 0:00:00,00000000987492,1,1,1,0,1,6,1,1,4,41,89000,89000
30Sep2018 0:00:00,00000000987496,1,0,0,0,0,6,0,3,4,71,55000,55000
31Jan2018 0:00:00,00000000987498,1,1,1,0,1,2,0,4,1,63,40000,182000
30Jun2018 0:00:00,00000000987501,1,0,1,0,0,2,0,5,1,86,66000,1417000
28Feb2018 0:00:00,00000000987526,1,1,1,0,0,2,2,2,4,23,104000,104000
30Sep2018 0:00:00,00000000987527,1,1,0,0,0,4,3,6,4,30,58000,58000
30Apr2018 0:00:00,00000000987531,1,1,0,0,0,3,0,4,4,25,47000,103000
31Jul2018 0:00:00,00000000987540,0,0,0,1,1,4,4,6,4,38,78000,103000
28Feb2018 0:00:00,00000000987542,0,1,1,0,0,5,0,5,5,57,68000,68000
30Sep2018 0:00:00,00000000987557,1,1,1,0,1,2,0,6,3,83,54000,181000
30Apr2018 0:00:00,00000000987574,1,1,0,0,0,6,0,2,3,49,44000,44000
31Mar2018 0:00:00,00000000987576,0,1,1,0,1,2,0,4,1,38,55000,135000
31Oct2018 0:00:00,00000000987581,0,1,1,1,0,2,3,4,1,56,71000,120000
31Jul2018 0:00:00,00000000987582,1,1,1,0,1,3,2,1,1,49,62000,186000
31Jul2018 0:00:00,00000000987586,1,1,1,1,1,2,1,4,2,58,36000,36000
30Apr2018 0:00:00,00000000987606,0,0,1,0,0,1,0,4,2,88,105000,105000
31May2018 0:00:00,00000000987617,1,1,0,0,0,5,0,6,1,28,68000,129000
31May2018 0:00:00,00000000987640,0,0,0,1,1,1,1,1,3,40,88000,102000
31Aug2018 0:00:00,00000000987650,1,1,0,1,0,2,2,5,2,76,82000,82000
30Sep2018 0:00:00,00000000987653,0,0,1,0,1,1,0,1,5,38,81000,260000
31Jan2018 0:00:00,00000000987656,0,1,1,0,1,1,0,5,4,78,48000,176000
31Oct2018 0:00:00,00000000987657,1,1,1,0,1,5,4,5,5,61,59000,84000
31May2018 0:00:00,00000000987658,1,0,1,0,0,6,2,6,1,67,68000,180000
31Mar2018 0:00:00,00000000987663,0,1,1,0,1,1,0,5,5,42,55000,55000
30Sep2018 0:00:00,00000000987664,1,1,1,0,0,2,0,4,1,75,63000,63000
31Jan2018 0:00:00,00000000987675,1,0,0,0,0,3,0,4,3,51,78000,268000
30Apr2018 0:00:00,00000000987677,0,1,1,1,1,1,5,6,5,63,52000,55000
31Jul2018 0:00:00,00000000987686,1,1,1,0,1,5,0,5,2,39,46000,145000
31Mar2018 0:00:00,00000000987700,0,1,0,0,1,4,0,6,2,61,38000,38000
28Feb2018 0:00:00,00000000987736,1,1,1,0,0,2,0,3,5,59,31000,83000
31Jul2018 0:00:00,00000000987740,1,1,1,0,0,2,0,2,1,28,79000,138000
31Jan2018 0:00:00,00000000987756,1,1,0,0,0,1,2,3,2,44,56000,150000
31Mar2018 0:00:00,00000000987801,1,1,1,0,1,5,0,2,1,71,37000,120000
31Jul2018 0:00:00,00000000987811,1,1,0,0,0,2,0,6,5,34,75000,92000
30Jun2018 0:00:00,00000000987860,1,1,1,0,0,2,0,5,3,72,38000,168000
30Sep2018 0:00:00,00000000987917,0,0,0,1,0,1,6,6,1,73,20000,107000
31Mar2018 0:00:00,00000000987927,0,0,0,0,0,1,3,6,2,71,48000,115000
31Aug2018 0:00:00,00000000987934,0,0,1,1,0,3,1,6,1,45,77000,116000
30Sep2018 0:00:00,00000000987945,1,1,0,0,0,1,0,5,3,999,58000,258000
31May2018 0:00:00,00000000987952,1,0,1,0,0,1,0,6,1,23,28000,151000
31Jul2018 0:00:00,00000000987967,1,1,1,0,0,1,2,6,1,24,25000,43000
31Jul2018 0:00:00,00000000987969,1,1,1,0,0,1,0,4,1,64,35000,136000
31Jul2018 0:00:00,00000000987996,1,0,0,0,1,5,1,6,3,28,67000,215000
31May2018 0:00:00,00000000988013,0,0,1,0,1,2,0,4,1,52,55000,176000
28Feb2018 0:00:00,00000000988014,1,0,0,0,0,1,1,2,1,47,39000,117000
31Oct2018 0:00:00,00000000988017,1,1,1,0,1,5,0,2,1,38,10000,244000
28Feb2018 0:00:00,00000000988025,1,0,0,1,0,2,1,6,5,52,60000,263000
31Oct2018 0:00:00,00000000988030,0,1,1,0,0,4,0,6,4,34,35000,166000
30Jun2018 0:00:00,00000000988064,0,0,1,0,0,2,3,2,4,56,83000,293000
31Oct2018 0:00:00,00000000988073,1,0,1,0,0,3,0,3,1,66,48000,106000
31Aug2018 0:00:00,00000000988077,0,1,1,0,1,4,0,6,5,31,56000,238000
31Oct2018 0:00:00,00000000988084,0,1,1,0,0,3,0,6,1,51,48000,48000
28Feb2018 0:00:00,00000000988118,0,1,1,0,0,5,0,5,4,19,52000,277000
31May2018 0:00:00,00000000988142,1,1,1,1,0,6,1,5,1,27,65000,65000
31May2018 0:00:00,00000000988167,0,1,0,0,1,1,0,1,3,49,63000,228000
30Apr2018 0:00:00,00000000988184,0,0,1,0,0,6,0,4,1,66,80000,80000
30Sep2018 0:00:00,00000000988189,1,1,0,0,0,6,2,1,5,29,52000,52000
28Feb2018 0:00:00,00000000988198,1,1,0,0,0,3,0,6,4,88,62000,141000
30Sep2018 0:00:00,00000000988200,1,0,1,0,1,5,0,1,1,46,57000,164000
31Oct2018 0:00:00,00000000988221,1,1,1,0,1,3,0,1,3,49,42000,258000
31Mar2018 0:00:00,00000000988226,0,0,0,1,0,6,3,5,4,40,59000,59000
31Jul2018 0:00:00,00000000988275,1,1,1,0,0,2,6,5,3,51,37000,110000
30Jun2018 0:00:00,00000000988285,1,0,0,0,1,5,0,5,1,29,46000,62000
30Jun2018 0:00:00,00000000988330,0,0,1,0,0,2,0,4,4,49,52000,262000
30Sep2018 0:00:00,00000000988343,1,1,1,0,1,3,0,3,5,27,50000,202000
28Feb2018 0:00:00,00000000988345,1,1,1,0,0,3,4,5,5,53,94000,94000
31Mar2018 0:00:00,00000000988375,1,0,0,1,0,2,2,5,2,63,53000,53000
31May2018 0:00:00,00000000988380,1,1,0,0,0,4,0,5,5,73,86000,144000
30Apr2018 0:00:00,00000000988385,0,1,1,0,0,5,5,2,1,30,54000,149000
31Jul2018 0:00:00,00000000988387,1,1,1,0,0,1,0,5,2,64,98000,98000
31Oct2018 0:00:00,00000000988394,1,1,1,1,0,5,3,5,5,39,69000,69000
30Jun2018 0:00:00,00000000988427,1,0,1,0,1,1,2,1,4,20,26000,159000
31Oct2018 0:00:00,00000000988431,1,1,1,0,0,1,0,1,5,25,65000,65000
31Jul2018 0:00:00,00000000988444,1,1,1,1,0,3,2,6,5,25,33000,214000
31May2018 0:00:00,00000000988484,0,1,1,0,0,3,0,5,4,27,78000,78000
30Jun2018 0:00:00,00000000988486,0,1,1,0,0,2,0,3,1,50,64000,131000
30Jun2018 0:00:00,00000000988494,0,0,1,0,0,6,0,1,2,26,36000,161000
31Oct2018 0:00:00,00000000988503,0,1,1,0,0,4,0,4,3,33,99000,99000
30Jun2018 0:00:00,00000000988515,1,1,1,0,0,1,1,6,5,35,78000,78000
30Apr2018 0:00:00,00000000988568,1,1,1,0,0,3,0,6,4,26,58000,85000
31Mar2018 0:00:00,00000000988590,0,1,1,0,0,1,4,6,4,42,87000,87000
31Mar2018 0:00:00,00000000988609,0,1,0,1,0,1,1,6,2,38,38000,215000
31Oct2018 0:00:00,00000000988618,0,1,1,0,0,3,0,3,1,45,80000,80000
30Sep2018 0:00:00,00000000988644,1,1,1,0,1,5,0,6,3,68,46000,245000
31Mar2018 0:00:00,00000000988663,1,1,1,0,1,2,0,1,2,31,52000,52000
30Apr2018 0:00:00,00000000988664,0,0,1,0,1,5,0,4,4,42,117000,117000
31Aug2018 0:00:00,00000000988676,0,0,0,1,1,5,5,6,5,63,91000,163000
31Mar2018 0:00:00,00000000988744,0,1,1,0,0,1,1,6,2,30,33000,47000
30Apr2018 0:00:00,00000000988748,0,1,0,0,1,6,0,3,2,67,63000,151000
31Oct2018 0:00:00,00000000988751,0,1,1,0,1,1,4,2,3,54,38000,38000
30Jun2018 0:00:00,00000000988765,1,0,1,1,1,3,1,2,1,55,56000,131000
31Aug2018 0:00:00,00000000988795,0,1,1,1,0,1,5,6,2,88,32000,151000
31Aug2018 0:00:00,00000000988798,0,1,1,0,0,2,0,4,4,47,64000,242000
30Jun2018 0:00:00,00000000988849,0,1,0,0,1,1,0,3,4,57,35000,35000
28Feb2018 0:00:00,00000000988853,0,0,1,0,1,2,0,5,1,34,57000,80000
31May2018 0:00:00,00000000988868,0,1,1,0,1,3,0,4,1,25,100000,233000
31May2018 0:00:00,00000000988870,1,0,1,0,1,3,2,1,3,28,54000,54000
31Jul2018 0:00:00,00000000988878,1,1,1,0,1,1,1,6,3,49,106000,106000
31Mar2018 0:00:00,00000000988887,0,1,0,0,1,4,0,6,3,53,57000,146000
30Apr2018 0:00:00,00000000988889,1,1,1,0,0,2,0,6,1,38,47000,199000
31Aug2018 0:00:00,00000000988894,1,1,1,0,0,2,0,4,1,27,43000,145000
30Jun2018 0:00:00,00000000988895,1,1,1,0,0,2,0,6,4,31,78000,78000
31Jul2018 0:00:00,00000000988930,1,0,1,1,0,2,1,6,1,72,19000,164000
31Oct2018 0:00:00,00000000988932,0,1,1,0,0,6,1,5,2,24,75000,250000
31Oct2018 0:00:00,00000000988948,1,1,0,0,0,1,0,6,2,30,40000,40000
31Oct2018 0:00:00,00000000988956,1,1,1,0,1,2,0,6,4,47,57000,57000
30Sep2018 0:00:00,00000000989025,0,1,1,0,1,3,0,3,3,39,41000,272000
31May2018 0:00:00,00000000989026,1,0,1,1,1,3,4,2,5,59,69000,114000
30Jun2018 0:00:00,00000000989077,1,1,0,0,0,2,0,4,5,68,66000,85000
31Jul2018 0:00:00,00000000989078,1,0,1,1,0,1,2,4,1,89,99000,169000
30Jun2018 0:00:00,00000000989106,1,1,1,0,0,3,3,6,5,56,57000,234000
31Oct2018 0:00:00,00000000989118,1,1,0,0,0,2,0,6,2,40,43000,190000
30Sep2018 0:00:00,00000000989121,1,1,0,0,0,3,2,5,1,22,43000,173000
30Apr2018 0:00:00,00000000989127,0,1,1,0,0,5,0,5,1,51,52000,83000
31Mar2018 0:00:00,00000000989163,0,0,1,1,0,2,1,6,2,30,18000,172000
30Apr2018 0:00:00,00000000989214,1,1,1,0,1,2,0,1,1,77,19000,19000
30Jun2018 0:00:00,00000000989249,1,1,1,0,1,1,0,6,3,62,74000,74000
31May2018 0:00:00,00000000989260,0,1,0,0,1,1,0,6,1,37,73000,157000
31Mar2018 0:00:00,00000000989270,0,1,1,0,0,2,0,3,3,69,104000,222000
31Jul2018 0:00:00,00000000989298,1,0,0,1,1,4,1,6,1,41,79000,277000
30Jun2018 0:00:00,00000000989303,0,1,1,0,0,6,0,5,4,87,56000,143000
31Oct2018 0:00:00,00000000989309,0,1,0,0,0,2,0,4,1,37,59000,165000
30Sep2018 0:00:00,00000000989328,0,1,0,0,1,6,0,2,2,42,58000,58000
30Sep2018 0:00:00,00000000989332,1,1,0,1,0,6,4,6,1,50,68000,82000
31May2018 0:00:00,00000000989333,0,1,0,0,1,5,4,5,1,39,84000,92000
31May2018 0:00:00,00000000989338,0,1,1,0,1,2,0,6,1,42,73000,119000
31Jul2018 0:00:00,00000000989384,0,0,1,0,0,6,0,5,5,51,93000,93000
31Jul2018 0:00:00,00000000989386,0,0,1,0,1,2,0,5,2,38,49000,49000
31Aug2018 0:00:00,00000000989407,1,0,0,0,0,2,0,1,1,32,65000,107000
31Mar2018 0:00:00,00000000989411,0,1,1,0,0,3,0,1,1,35,35000,241000
30Jun2018 0:00:00,00000000989420,0,1,1,0,0,3,0,6,1,54,10000,15000
30Jun2018 0:00:00,00000000989436,0,1,1,0,1,3,4,4,4,68,70000,93000
31Oct2018 0:00:00,00000000989460,1,1,0,0,1,3,2,6,5,72,59000,87000
31May2018 0:00:00,00000000989467,1,0,0,1,1,3,4,5,3,79,55000,149000
30Jun2018 0:00:00,00000000989488,1,1,1,0,0,4,0,5,4,88,73000,146000
30Apr2018 0:00:00,00000000989497,1,0,1,1,0,2,4,4,1,62,58000,58000
30Jun2018 0:00:00,00000000989510,1,1,1,1,0,2,1,2,3,48,33000,33000
30Jun2018 0:00:00,00000000989514,1,1,1,1,0,3,1,6,3,43,92000,92000
31Oct2018 0:00:00,00000000989516,1,1,1,0,0,5,0,5,2,37,90000,153000
31Aug2018 0:00:00,00000000989517,0,0,1,0,1,2,0,6,1,50,48000,165000
31Mar2018 0:00:00,00000000989520,1,1,0,0,0,3,2,4,5,28,29000,29000
31Aug2018 0:00:00,00000000989522,1,0,1,0,0,3,4,5,2,39,76000,201000
31Oct2018 0:00:00,00000000989604,1,0,1,0,1,4,3,6,1,70,72000,106000
30Sep2018 0:00:00,00000000989606,0,1,1,0,0,3,1,1,3,37,57000,177000
31Aug2018 0:00:00,00000000989685,1,1,1,1,0,2,3,6,1,57,62000,203000
30Apr2018 0:00:00,00000000989696,1,1,1,0,1,6,0,5,4,44,61000,61000
30Apr2018 0:00:00,00000000989700,1,1,1,0,0,4,0,6,3,65,51000,131000
30Sep2018 0:00:00,00000000989702,1,0,1,0,1,3,0,6,1,62,66000,186000
30Sep2018 0:00:00,00000000989739,1,1,1,1,0,2,2,3,5,28,72000,114000
30Jun2018 0:00:00,00000000989741,0,0,1,0,0,2,0,6,1,33,88000,88000
31Mar2018 0:00:00,00000000989743,1,1,0,1,0,3,1,1,4,52,74000,74000
30Sep2018 0:00:00,00000000989803,1,0,1,0,0,1,0,2,5,27,61000,134000
30Apr2018 0:00:00,00000000989811,0,0,0,1,0,4,1,4,1,57,45000,45000
31Aug2018 0:00:00,00000000989813,1,0,0,0,0,2,2,5,4,59,39000,156000
30Jun2018 0:00:00,00000000989817,0,0,0,0,0,3,1,2,4,69,78000,99000
31Mar2018 0:00:00,00000000989822,1,1,0,0,0,3,0,6,1,39,42000,187000
30Jun2018 0:00:00,00000000989823,0,0,1,0,1,2,0,6,2,44,10000,33000
30Jun2018 0:00:00,00000000989832,0,1,0,0,1,5,0,6,4,39,48000,48000
31Oct2018 0:00:00,00000000989885,0,1,0,0,0,6,0,6,3,29,68000,194000
30Apr2018 0:00:00,00000000989909,0,1,1,0,0,1,0,5,4,71,53000,53000
30Sep2018 0:00:00,00000000989945,1,1,1,1,1,3,1,2,4,52,58000,204000
31May2018 0:00:00,00000000989950,0,0,1,1,0,6,2,5,1,66,53000,171000
31Oct2018 0:00:00,00000000989968,0,1,0,1,0,4,2,1,4,40,89000,178000
31Aug2018 0:00:00,00000000989998,1,0,1,1,0,3,3,4,5,45,53000,137000
31Oct2018 0:00:00,00000000990002,1,1,0,1,0,5,1,2,2,25,88000,88000
31Oct2018 0:00:00,00000000990017,0,1,0,0,0,1,0,5,4,84,10000,125000
30Sep2018 0:00:00,00000000990028,0,1,0,0,0,3,0,6,2,43,63000,63000
30Sep2018 0:00:00,00000000990041,0,1,1,0,0,2,0,3,1,32,10000,79000
30Jun2018 0:00:00,00000000990099,0,1,1,1,0,2,4,1,5,56,42000,203000
31May2018 0:00:00,00000000990100,0,1,1,0,0,5,0,6,4,57,47000,47000
31May2018 0:00:00,00000000990125,0,1,1,0,1,4,0,6,1,60,41000,90000
31Oct2018 0:00:00,00000000990128,0,1,1,0,1,4,0,4,2,57,48000,113000
31Mar2018 0:00:00,00000000990139,1,1,0,0,1,1,0,6,1,21,21000,34000
31Mar2018 0:00:00,00000000990145,1,1,1,0,0,2,2,5,1,20,58000,188000
31Aug2018 0:00:00,00000000990154,1,1,1,1,0,4,2,1,2,20,78000,115000
31Mar2018 0:00:00,00000000990180,0,0,1,1,0,6,2,6,3,71,62000,114000
31Aug2018 0:00:00,00000000990199,0,1,0,1,0,1,4,4,3,32,62000,139000
31Mar2018 0:00:00,00000000990215,1,1,0,0,0,4,0,2,5,69,83000,140000
30Apr2018 0:00:00,00000000990234,1,1,1,0,0,4,0,5,2,65,70000,202000
30Apr2018 0:00:00,00000000990247,1,1,0,0,0,3,0,1,3,26,10000,302000
31Mar2018 0:00:00,00000000990260,0,1,1,0,1,3,0,4,1,80,23000,1424000
30Apr2018 0:00:00,00000000990283,0,1,0,0,0,1,0,5,4,207,74000,120000
30Apr2018 0:00:00,00000000990284,1,1,1,0,0,6,0,6,1,62,74000,74000
31Jul2018 0:00:00,00000000990285,0,0,0,1,0,2,3,4,3,45,95000,110000
31Aug2018 0:00:00,00000000990287,0,1,1,1,1,2,4,5,4,55,60000,120000
31Oct2018 0:00:00,00000000990319,0,0,1,1,0,1,2,4,3,51,59000,253000
30Apr2018 0:00:00,00000000990321,1,0,1,0,1,1,0,5,4,55,68000,200000
30Apr2018 0:00:00,00000000990328,0,0,0,0,0,1,0,6,4,54,50000,113000
30Apr2018 0:00:00,00000000990387,1,1,1,0,0,6,0,1,4,28,98000,98000
31Aug2018 0:00:00,00000000990440,1,1,1,0,1,2,0,5,5,65,38000,161000
31Aug2018 0:00:00,00000000990478,1,1,1,0,1,4,0,6,2,49,42000,175000
31Mar2018 0:00:00,00000000990485,0,1,0,0,1,3,0,4,5,63,60000,116000
30Jun2018 0:00:00,00000000990491,1,1,1,1,0,3,3,6,2,67,50000,132000
30Jun2018 0:00:00,00000000990514,1,0,0,1,1,5,3,3,2,66,65000,249000
31Mar2018 0:00:00,00000000990529,0,1,0,1,1,2,1,6,5,46,42000,42000
31Jul2018 0:00:00,00000000990544,1,0,0,0,1,4,0,3,1,23,79000,79000
